id_mesa,id_establecimiento,nro_mesa,sexo,tipo,extranjera,ciudadanos_habilitados
1819,195.3.17.179.1,195.3.17.179.1.8,X,Electronica,NO,500
1820,195.3.17.179.1,195.3.17.179.1.9,X,Electronica,NO,500
1821,195.3.17.179.1,195.3.17.179.1.10,X,Electronica,NO,500
1822,195.3.17.179.1,195.3.17.179.1.11,X,Electronica,NO,500
1823,195.3.19.193.1,195.3.19.193.1.1,X,Electronica,NO,500
1824,195.3.19.193.1,195.3.19.193.1.2,X,Electronica,NO,500
1825,195.3.19.193.1,195.3.19.193.1.3,X,Electronica,NO,500
1826,195.3.19.193.1,195.3.19.193.1.4,X,Electronica,NO,500
1827,195.3.19.193.1,195.3.19.193.1.5,X,Electronica,NO,500
1828,195.3.19.193.1,195.3.19.193.1.6,X,Electronica,NO,500
1829,195.3.19.193.1,195.3.19.193.1.7,X,Electronica,NO,500
1830,195.3.19.193.1,195.3.19.193.1.8,X,Electronica,NO,500
1831,195.3.21.281.1,195.3.21.281.1.1,X,Electronica,NO,500
1832,195.3.21.281.1,195.3.21.281.1.2,X,Electronica,NO,500
1833,195.3.21.281.1,195.3.21.281.1.3,X,Electronica,NO,500
1834,195.3.21.281.1,195.3.21.281.1.4,X,Electronica,NO,500
1835,195.3.21.281.1,195.3.21.281.1.5,X,Electronica,NO,500
1836,195.3.21.281.1,195.3.21.281.1.6,X,Electronica,NO,500
1837,195.3.23.291.1,195.3.23.291.1.1,X,Electronica,NO,500
1838,195.3.23.291.1,195.3.23.291.1.2,X,Electronica,NO,500
1839,195.3.23.291.1,195.3.23.291.1.3,X,Electronica,NO,500
1840,195.3.25.151.1,195.3.25.151.1.1,X,Electronica,NO,500
1841,195.3.25.151.1,195.3.25.151.1.2,X,Electronica,NO,500
1842,195.3.25.151.1,195.3.25.151.1.3,X,Electronica,NO,500
1843,195.3.25.151.1,195.3.25.151.1.4,X,Electronica,NO,500
1844,195.3.25.151.1,195.3.25.151.1.5,X,Electronica,NO,500
1845,195.3.25.151.1,195.3.25.151.1.6,X,Electronica,NO,500
1846,195.3.25.151.1,195.3.25.151.1.7,X,Electronica,NO,500
1847,195.3.27.218.1,195.3.27.218.1.1,X,Electronica,NO,500
1848,195.3.27.218.1,195.3.27.218.1.2,X,Electronica,NO,500
1849,195.3.27.218.1,195.3.27.218.1.3,X,Electronica,NO,500
1850,195.3.27.218.1,195.3.27.218.1.4,X,Electronica,NO,500
1851,195.3.27.218.1,195.3.27.218.1.5,X,Electronica,NO,500
1852,195.3.27.218.1,195.3.27.218.1.6,X,Electronica,NO,500
1853,195.3.27.218.1,195.3.27.218.1.7,X,Electronica,NO,500
1854,195.3.27.218.1,195.3.27.218.1.8,X,Electronica,NO,500
1855,195.3.27.218.1,195.3.27.218.1.9,X,Electronica,NO,500
1856,195.3.27.218.1,195.3.27.218.1.10,X,Electronica,NO,500
1857,195.3.27.218.1,195.3.27.218.1.11,X,Electronica,NO,500
1858,195.3.27.218.1,195.3.27.218.1.12,X,Electronica,NO,500
1859,195.3.27.218.1,195.3.27.218.1.13,X,Electronica,NO,500
1860,195.3.27.218.1,195.3.27.218.1.14,X,Electronica,NO,500
1861,195.3.27.218.1,195.3.27.218.1.15,X,Electronica,NO,500
1862,195.3.27.218.1,195.3.27.218.1.16,X,Electronica,NO,500
1863,195.3.27.218.1,195.3.27.218.1.17,X,Electronica,NO,500
1864,195.3.27.218.1,195.3.27.218.1.18,X,Electronica,NO,500
1865,195.3.27.218.1,195.3.27.218.1.19,X,Electronica,NO,500
1866,195.3.27.218.1,195.3.27.218.1.20,X,Electronica,NO,500
1867,195.3.27.218.1,195.3.27.218.1.21,X,Electronica,NO,500
1868,195.3.27.218.1,195.3.27.218.1.22,X,Electronica,NO,500
1869,195.3.27.218.1,195.3.27.218.1.23,X,Electronica,NO,500
1870,195.3.27.218.1,195.3.27.218.1.24,X,Electronica,NO,500
1871,195.3.27.218.1,195.3.27.218.1.25,X,Electronica,NO,500
1872,195.3.27.218.1,195.3.27.218.1.26,X,Electronica,NO,500
1873,195.3.27.218.1,195.3.27.218.1.27,X,Electronica,NO,500
1874,195.3.27.218.2,195.3.27.218.2.1,X,Electronica,NO,500
1875,195.3.27.218.2,195.3.27.218.2.2,X,Electronica,NO,500
1876,195.3.27.218.2,195.3.27.218.2.3,X,Electronica,NO,500
1877,195.3.27.218.3,195.3.27.218.3.1,X,Electronica,NO,500
1878,195.3.27.218.3,195.3.27.218.3.2,X,Electronica,NO,500
1879,195.3.27.218.3,195.3.27.218.3.3,X,Electronica,NO,500
1880,195.3.27.218.3,195.3.27.218.3.4,X,Electronica,NO,500
1881,195.3.27.218.3,195.3.27.218.3.5,X,Electronica,NO,500
1882,195.3.27.218.3,195.3.27.218.3.6,X,Electronica,NO,500
1883,195.3.29.228.1,195.3.29.228.1.1,X,Electronica,NO,500
1884,195.3.29.228.1,195.3.29.228.1.2,X,Electronica,NO,500
1885,195.2.21.244.1,195.2.21.244.1.16,X,Electronica,NO,500
1886,195.2.21.244.1,195.2.21.244.1.17,X,Electronica,NO,500
1887,195.2.21.244.1,195.2.21.244.1.18,X,Electronica,NO,500
1888,195.2.21.244.1,195.2.21.244.1.19,X,Electronica,NO,500
1889,195.2.21.244.1,195.2.21.244.1.20,X,Electronica,NO,500
1890,195.2.21.244.2,195.2.21.244.2.21,X,Electronica,NO,500
1891,195.2.21.244.2,195.2.21.244.2.22,X,Electronica,NO,500
1892,195.2.21.244.2,195.2.21.244.2.23,X,Electronica,NO,500
1893,195.2.21.244.2,195.2.21.244.2.24,X,Electronica,NO,500
1894,195.2.21.244.2,195.2.21.244.2.25,X,Electronica,NO,500
1895,195.2.21.244.2,195.2.21.244.2.26,X,Electronica,NO,500
1896,195.2.21.244.2,195.2.21.244.2.27,X,Electronica,NO,500
1897,195.2.21.244.2,195.2.21.244.2.28,X,Electronica,NO,500
1898,195.2.21.244.2,195.2.21.244.2.29,X,Electronica,NO,500
1899,195.2.21.244.2,195.2.21.244.2.30,X,Electronica,NO,500
1900,195.2.21.244.2,195.2.21.244.2.31,X,Electronica,NO,500
1901,195.2.21.244.2,195.2.21.244.2.32,X,Electronica,NO,500
1902,195.2.21.244.2,195.2.21.244.2.33,X,Electronica,NO,500
1903,195.2.21.244.2,195.2.21.244.2.34,X,Electronica,NO,500
1904,195.2.21.244.2,195.2.21.244.2.35,X,Electronica,NO,500
1905,195.2.21.244.2,195.2.21.244.2.36,X,Electronica,NO,500
1906,195.2.21.244.2,195.2.21.244.2.37,X,Electronica,NO,500
1907,195.2.21.244.2,195.2.21.244.2.38,X,Electronica,NO,500
1908,195.2.21.244.2,195.2.21.244.2.39,X,Electronica,NO,500
1909,195.2.21.244.2,195.2.21.244.2.40,X,Electronica,NO,500
1910,195.2.21.244.3,195.2.21.244.3.41,X,Electronica,NO,500
1911,195.2.21.244.3,195.2.21.244.3.42,X,Electronica,NO,500
1912,195.2.21.244.3,195.2.21.244.3.43,X,Electronica,NO,500
1913,195.2.21.244.3,195.2.21.244.3.44,X,Electronica,NO,500
1914,195.2.21.244.3,195.2.21.244.3.45,X,Electronica,NO,500
1915,195.2.21.244.3,195.2.21.244.3.46,X,Electronica,NO,500
1916,195.2.21.244.3,195.2.21.244.3.47,X,Electronica,NO,500
1917,195.2.21.244.3,195.2.21.244.3.48,X,Electronica,NO,500
1918,195.2.21.244.3,195.2.21.244.3.49,X,Electronica,NO,500
1919,195.2.21.244.3,195.2.21.244.3.50,X,Electronica,NO,500
1920,195.2.21.244.3,195.2.21.244.3.51,X,Electronica,NO,500
1921,195.2.21.244.3,195.2.21.244.3.52,X,Electronica,NO,500
1922,195.2.21.244.3,195.2.21.244.3.53,X,Electronica,NO,500
1923,195.2.21.244.3,195.2.21.244.3.54,X,Electronica,NO,500
1924,195.2.21.244.3,195.2.21.244.3.55,X,Electronica,NO,500
1925,195.2.21.244.3,195.2.21.244.3.56,X,Electronica,NO,500
1926,195.2.21.244.3,195.2.21.244.3.57,X,Electronica,NO,500
1927,195.2.22.380.1,195.2.22.380.1.1,X,Electronica,NO,500
1928,195.2.22.380.1,195.2.22.380.1.2,X,Electronica,NO,500
1929,195.2.22.380.1,195.2.22.380.1.3,X,Electronica,NO,500
1930,195.2.22.380.1,195.2.22.380.1.4,X,Electronica,NO,500
1931,195.2.22.380.1,195.2.22.380.1.5,X,Electronica,NO,500
1932,195.2.22.380.1,195.2.22.380.1.6,X,Electronica,NO,500
1933,195.2.22.380.1,195.2.22.380.1.7,X,Electronica,NO,500
1934,195.2.22.380.1,195.2.22.380.1.8,X,Electronica,NO,500
1935,195.2.22.380.1,195.2.22.380.1.9,X,Electronica,NO,500
1936,195.2.22.380.1,195.2.22.380.1.10,X,Electronica,NO,500
1937,195.2.22.380.1,195.2.22.380.1.11,X,Electronica,NO,500
1938,195.2.22.380.1,195.2.22.380.1.12,X,Electronica,NO,500
1939,195.2.22.380.2,195.2.22.380.2.1,X,Electronica,NO,500
1940,195.2.22.380.2,195.2.22.380.2.2,X,Electronica,NO,500
1941,195.2.23.299.1,195.2.23.299.1.1,X,Electronica,NO,500
1942,195.2.23.299.1,195.2.23.299.1.2,X,Electronica,NO,500
1943,195.2.23.299.1,195.2.23.299.1.3,X,Electronica,NO,500
1944,195.2.23.299.1,195.2.23.299.1.4,X,Electronica,NO,500
1945,195.2.23.299.1,195.2.23.299.1.5,X,Electronica,NO,500
1946,195.2.23.299.1,195.2.23.299.1.6,X,Electronica,NO,500
1947,195.2.23.299.1,195.2.23.299.1.7,X,Electronica,NO,500
1948,195.2.24.383.1,195.2.24.383.1.1,X,Electronica,NO,500
1949,195.2.24.383.1,195.2.24.383.1.2,X,Electronica,NO,500
1950,195.2.24.383.1,195.2.24.383.1.3,X,Electronica,NO,500
1951,195.2.24.383.1,195.2.24.383.1.4,X,Electronica,NO,500
1952,195.2.24.383.1,195.2.24.383.1.5,X,Electronica,NO,500
1953,195.2.24.383.1,195.2.24.383.1.6,X,Electronica,NO,500
1954,195.2.24.383.1,195.2.24.383.1.7,X,Electronica,NO,500
1955,195.2.24.383.1,195.2.24.383.1.8,X,Electronica,NO,500
1956,195.2.24.383.1,195.2.24.383.1.9,X,Electronica,NO,500
1957,195.2.24.383.1,195.2.24.383.1.10,X,Electronica,NO,500
1958,195.2.24.383.1,195.2.24.383.1.11,X,Electronica,NO,500
1959,195.2.24.383.1,195.2.24.383.1.12,X,Electronica,NO,500
1960,195.2.24.383.1,195.2.24.383.1.13,X,Electronica,NO,500
1961,195.2.24.383.1,195.2.24.383.1.14,X,Electronica,NO,500
1962,195.2.24.383.1,195.2.24.383.1.15,X,Electronica,NO,500
1963,195.2.24.383.1,195.2.24.383.1.16,X,Electronica,NO,500
1964,195.2.24.383.1,195.2.24.383.1.17,X,Electronica,NO,500
1965,195.2.24.383.1,195.2.24.383.1.18,X,Electronica,NO,500
1966,195.2.24.383.1,195.2.24.383.1.19,X,Electronica,NO,500
1967,195.2.24.383.1,195.2.24.383.1.20,X,Electronica,NO,500
1968,195.2.24.383.1,195.2.24.383.1.21,X,Electronica,NO,500
1969,195.2.24.383.1,195.2.24.383.1.22,X,Electronica,NO,500
1970,195.2.24.383.1,195.2.24.383.1.23,X,Electronica,NO,500
1971,195.2.24.383.1,195.2.24.383.1.24,X,Electronica,NO,500
1972,195.2.24.383.1,195.2.24.383.1.25,X,Electronica,NO,500
1973,195.2.24.383.1,195.2.24.383.1.26,X,Electronica,NO,500
1974,195.2.24.383.1,195.2.24.383.1.27,X,Electronica,NO,500
1975,195.2.24.383.1,195.2.24.383.1.28,X,Electronica,NO,500
1976,195.2.24.383.1,195.2.24.383.1.29,X,Electronica,NO,500
1977,195.2.24.383.1,195.2.24.383.1.30,X,Electronica,NO,500
1978,195.2.24.383.1,195.2.24.383.1.31,X,Electronica,NO,500
1979,195.2.25.248.1,195.2.25.248.1.1,X,Electronica,NO,500
1980,195.2.25.248.1,195.2.25.248.1.2,X,Electronica,NO,500
1981,195.2.25.248.1,195.2.25.248.1.3,X,Electronica,NO,500
1982,195.2.25.248.1,195.2.25.248.1.4,X,Electronica,NO,500
1983,195.2.25.248.1,195.2.25.248.1.5,X,Electronica,NO,500
1984,195.2.25.248.1,195.2.25.248.1.6,X,Electronica,NO,500
1985,195.2.25.248.1,195.2.25.248.1.7,X,Electronica,NO,500
1986,195.2.25.248.1,195.2.25.248.1.8,X,Electronica,NO,500
1987,195.2.25.248.1,195.2.25.248.1.9,X,Electronica,NO,500
1988,195.2.25.248.1,195.2.25.248.1.10,X,Electronica,NO,500
1989,195.2.25.248.2,195.2.25.248.2.1,X,Electronica,NO,500
1990,195.2.25.248.2,195.2.25.248.2.2,X,Electronica,NO,500
1991,195.2.25.248.2,195.2.25.248.2.3,X,Electronica,NO,500
1992,195.2.25.248.2,195.2.25.248.2.4,X,Electronica,NO,500
1993,195.2.27.253.1,195.2.27.253.1.1,X,Electronica,NO,500
1994,195.2.27.253.1,195.2.27.253.1.2,X,Electronica,NO,500
1995,195.2.27.253.1,195.2.27.253.1.3,X,Electronica,NO,500
1996,195.2.27.253.1,195.2.27.253.1.4,X,Electronica,NO,500
1997,195.2.27.253.1,195.2.27.253.1.5,X,Electronica,NO,500
1998,195.2.27.253.1,195.2.27.253.1.6,X,Electronica,NO,500
1999,195.2.27.253.1,195.2.27.253.1.7,X,Electronica,NO,500
2000,195.2.29.264.1,195.2.29.264.1.1,X,Electronica,NO,500
2001,195.2.29.264.1,195.2.29.264.1.2,X,Electronica,NO,500
2002,195.2.29.264.1,195.2.29.264.1.3,X,Electronica,NO,500
2003,195.2.29.264.1,195.2.29.264.1.4,X,Electronica,NO,500
2004,195.2.29.264.1,195.2.29.264.1.5,X,Electronica,NO,500
2005,195.2.29.264.1,195.2.29.264.1.6,X,Electronica,NO,500
2006,195.2.29.264.1,195.2.29.264.1.7,X,Electronica,NO,500
2007,195.2.29.264.1,195.2.29.264.1.8,X,Electronica,NO,500
2008,195.2.29.264.1,195.2.29.264.1.9,X,Electronica,NO,500
2009,195.2.29.264.1,195.2.29.264.1.10,X,Electronica,NO,500
2010,195.2.29.264.1,195.2.29.264.1.11,X,Electronica,NO,500
2011,195.2.29.264.1,195.2.29.264.1.12,X,Electronica,NO,500
2012,195.2.29.264.1,195.2.29.264.1.13,X,Electronica,NO,500
2013,195.2.29.264.1,195.2.29.264.1.14,X,Electronica,NO,500
2014,195.2.31.288.1,195.2.31.288.1.1,X,Electronica,NO,500
2015,195.2.31.288.1,195.2.31.288.1.2,X,Electronica,NO,500
2016,195.2.31.288.1,195.2.31.288.1.3,X,Electronica,NO,500
2017,195.2.31.288.1,195.2.31.288.1.4,X,Electronica,NO,500
2018,195.2.31.288.1,195.2.31.288.1.5,X,Electronica,NO,500
2019,195.2.31.288.1,195.2.31.288.1.6,X,Electronica,NO,500
2020,195.2.31.288.1,195.2.31.288.1.7,X,Electronica,NO,500
2021,195.2.31.288.1,195.2.31.288.1.8,X,Electronica,NO,500
2022,195.2.31.288.1,195.2.31.288.1.9,X,Electronica,NO,500
2023,195.2.31.288.1,195.2.31.288.1.10,X,Electronica,NO,500
2024,195.2.31.288.1,195.2.31.288.1.11,X,Electronica,NO,500
2025,195.2.32.379.1,195.2.32.379.1.1,X,Electronica,NO,500
2026,195.2.32.379.1,195.2.32.379.1.2,X,Electronica,NO,500
2027,195.2.32.379.1,195.2.32.379.1.3,X,Electronica,NO,500
2028,195.2.32.379.1,195.2.32.379.1.4,X,Electronica,NO,500
2029,195.2.32.379.1,195.2.32.379.1.5,X,Electronica,NO,500
2030,195.2.32.379.1,195.2.32.379.1.6,X,Electronica,NO,500
2031,195.2.32.379.1,195.2.32.379.1.7,X,Electronica,NO,500
2032,195.2.32.379.1,195.2.32.379.1.8,X,Electronica,NO,500
2033,195.2.32.379.1,195.2.32.379.1.9,X,Electronica,NO,500
2034,195.2.32.379.1,195.2.32.379.1.10,X,Electronica,NO,500
2035,195.2.32.379.1,195.2.32.379.1.11,X,Electronica,NO,500
2036,195.2.33.740.1,195.2.33.740.1.1,X,Electronica,NO,500
2037,195.2.33.740.1,195.2.33.740.1.2,X,Electronica,NO,500
2038,195.2.33.740.1,195.2.33.740.1.3,X,Electronica,NO,500
2039,195.3.0.130.1,195.3.0.130.1.1,X,Electronica,NO,500
2040,195.3.0.130.1,195.3.0.130.1.2,X,Electronica,NO,500
2041,195.3.0.130.1,195.3.0.130.1.3,X,Electronica,NO,500
2042,195.3.0.130.1,195.3.0.130.1.4,X,Electronica,NO,500
2043,195.3.0.130.1,195.3.0.130.1.5,X,Electronica,NO,500
2044,195.3.0.130.1,195.3.0.130.1.6,X,Electronica,NO,500
2045,195.3.0.130.1,195.3.0.130.1.7,X,Electronica,NO,500
2046,195.3.0.130.1,195.3.0.130.1.8,X,Electronica,NO,500
2047,195.3.0.130.1,195.3.0.130.1.9,X,Electronica,NO,500
2048,195.3.0.130.1,195.3.0.130.1.10,X,Electronica,NO,500
2049,195.3.0.130.1,195.3.0.130.1.11,X,Electronica,NO,500
2050,195.3.0.130.1,195.3.0.130.1.12,X,Electronica,NO,500
2051,195.3.0.130.1,195.3.0.130.1.13,X,Electronica,NO,500
2052,195.3.0.130.1,195.3.0.130.1.14,X,Electronica,NO,500
2053,195.3.0.130.1,195.3.0.130.1.15,X,Electronica,NO,500
2054,195.3.0.130.1,195.3.0.130.1.16,X,Electronica,NO,500
2055,195.3.0.130.1,195.3.0.130.1.17,X,Electronica,NO,500
2056,195.4.13.156.1,195.4.13.156.1.11,X,Electronica,NO,500
2057,195.4.13.156.1,195.4.13.156.1.12,X,Electronica,NO,500
2058,195.4.13.156.1,195.4.13.156.1.13,X,Electronica,NO,500
2059,195.4.13.156.1,195.4.13.156.1.14,X,Electronica,NO,500
2060,195.4.13.156.1,195.4.13.156.1.15,X,Electronica,NO,500
2061,195.4.13.156.1,195.4.13.156.1.16,X,Electronica,NO,500
2062,195.4.13.156.1,195.4.13.156.1.17,X,Electronica,NO,500
2063,195.4.13.156.1,195.4.13.156.1.18,X,Electronica,NO,500
2064,195.4.13.156.1,195.4.13.156.1.19,X,Electronica,NO,500
2065,195.4.13.156.1,195.4.13.156.1.20,X,Electronica,NO,500
2066,195.4.13.156.1,195.4.13.156.1.21,X,Electronica,NO,500
2067,195.4.13.156.1,195.4.13.156.1.22,X,Electronica,NO,500
2068,195.4.13.156.1,195.4.13.156.1.23,X,Electronica,NO,500
2069,195.4.13.156.1,195.4.13.156.1.24,X,Electronica,NO,500
2070,195.4.13.156.1,195.4.13.156.1.25,X,Electronica,NO,500
2071,195.4.13.156.1,195.4.13.156.1.26,X,Electronica,NO,500
2072,195.4.15.189.1,195.4.15.189.1.1,X,Electronica,NO,500
2073,195.4.15.189.1,195.4.15.189.1.2,X,Electronica,NO,500
2074,195.4.15.189.1,195.4.15.189.1.3,X,Electronica,NO,500
2075,195.4.15.189.1,195.4.15.189.1.4,X,Electronica,NO,500
2076,195.4.15.189.1,195.4.15.189.1.5,X,Electronica,NO,500
2077,195.4.15.189.1,195.4.15.189.1.6,X,Electronica,NO,500
2078,195.4.15.189.1,195.4.15.189.1.7,X,Electronica,NO,500
2079,195.4.15.189.1,195.4.15.189.1.8,X,Electronica,NO,500
2080,195.4.17.185.1,195.4.17.185.1.1,X,Electronica,NO,500
2081,195.4.17.185.1,195.4.17.185.1.2,X,Electronica,NO,500
2082,195.4.17.185.1,195.4.17.185.1.3,X,Electronica,NO,500
2083,195.4.17.185.1,195.4.17.185.1.4,X,Electronica,NO,500
2084,195.4.17.185.1,195.4.17.185.1.5,X,Electronica,NO,500
2085,195.4.17.185.1,195.4.17.185.1.6,X,Electronica,NO,500
2086,195.4.17.185.1,195.4.17.185.1.7,X,Electronica,NO,500
2087,195.4.17.185.1,195.4.17.185.1.8,X,Electronica,NO,500
2088,195.4.17.185.1,195.4.17.185.1.9,X,Electronica,NO,500
2089,195.4.17.185.1,195.4.17.185.1.10,X,Electronica,NO,500
2090,195.4.17.185.1,195.4.17.185.1.11,X,Electronica,NO,500
2091,195.4.17.185.1,195.4.17.185.1.12,X,Electronica,NO,500
2092,195.4.17.185.1,195.4.17.185.1.13,X,Electronica,NO,500
2093,195.4.19.168.1,195.4.19.168.1.1,X,Electronica,NO,500
2094,195.4.19.168.1,195.4.19.168.1.2,X,Electronica,NO,500
2095,195.4.19.168.1,195.4.19.168.1.3,X,Electronica,NO,500
2096,195.4.19.168.1,195.4.19.168.1.4,X,Electronica,NO,500
2097,195.4.19.168.1,195.4.19.168.1.5,X,Electronica,NO,500
2098,195.4.19.168.1,195.4.19.168.1.6,X,Electronica,NO,500
2099,195.4.19.168.1,195.4.19.168.1.7,X,Electronica,NO,500
2100,195.4.21.201.1,195.4.21.201.1.1,X,Electronica,NO,500
2101,195.4.21.201.1,195.4.21.201.1.2,X,Electronica,NO,500
2102,195.4.21.201.1,195.4.21.201.1.3,X,Electronica,NO,500
2103,195.4.21.201.1,195.4.21.201.1.4,X,Electronica,NO,500
2104,195.4.21.201.1,195.4.21.201.1.5,X,Electronica,NO,500
2105,195.4.21.201.1,195.4.21.201.1.6,X,Electronica,NO,500
2106,195.4.21.201.1,195.4.21.201.1.7,X,Electronica,NO,500
2107,195.4.21.201.1,195.4.21.201.1.8,X,Electronica,NO,500
2108,195.4.21.201.1,195.4.21.201.1.9,X,Electronica,NO,500
2109,195.4.21.201.1,195.4.21.201.1.10,X,Electronica,NO,500
2110,195.4.21.201.1,195.4.21.201.1.11,X,Electronica,NO,500
2111,195.4.23.137.1,195.4.23.137.1.1,X,Electronica,NO,500
2112,195.4.23.137.1,195.4.23.137.1.2,X,Electronica,NO,500
2113,195.4.23.137.1,195.4.23.137.1.3,X,Electronica,NO,500
2114,195.4.23.137.1,195.4.23.137.1.4,X,Electronica,NO,500
2115,195.4.23.137.1,195.4.23.137.1.5,X,Electronica,NO,500
2116,195.4.23.137.1,195.4.23.137.1.6,X,Electronica,NO,500
2117,195.4.23.137.1,195.4.23.137.1.7,X,Electronica,NO,500
2118,195.4.25.204.1,195.4.25.204.1.1,X,Electronica,NO,500
2119,195.4.25.204.1,195.4.25.204.1.2,X,Electronica,NO,500
2120,195.4.25.204.1,195.4.25.204.1.3,X,Electronica,NO,500
2121,195.4.25.204.1,195.4.25.204.1.4,X,Electronica,NO,500
2122,195.4.25.204.1,195.4.25.204.1.5,X,Electronica,NO,500
2123,195.4.27.374.1,195.4.27.374.1.1,X,Electronica,NO,500
2124,195.4.27.374.1,195.4.27.374.1.2,X,Electronica,NO,500
2125,195.4.27.374.1,195.4.27.374.1.3,X,Electronica,NO,500
2126,195.4.27.374.1,195.4.27.374.1.4,X,Electronica,NO,500
2127,195.4.27.374.1,195.4.27.374.1.5,X,Electronica,NO,500
2128,195.4.27.374.1,195.4.27.374.1.6,X,Electronica,NO,500
2129,195.4.27.374.1,195.4.27.374.1.7,X,Electronica,NO,500
2130,195.4.27.374.1,195.4.27.374.1.8,X,Electronica,NO,500
2131,195.4.27.374.1,195.4.27.374.1.9,X,Electronica,NO,500
2132,195.4.27.374.1,195.4.27.374.1.10,X,Electronica,NO,500
2133,195.4.27.374.1,195.4.27.374.1.11,X,Electronica,NO,500
2134,195.4.27.374.1,195.4.27.374.1.12,X,Electronica,NO,500
2135,195.4.27.374.1,195.4.27.374.1.13,X,Electronica,NO,500
2136,195.4.27.374.1,195.4.27.374.1.14,X,Electronica,NO,500
2137,195.4.27.374.1,195.4.27.374.1.15,X,Electronica,NO,500
2138,195.4.27.374.2,195.4.27.374.2.1,X,Electronica,NO,500
2139,195.4.27.374.2,195.4.27.374.2.2,X,Electronica,NO,500
2140,195.4.27.374.3,195.4.27.374.3.1,X,Electronica,NO,500
2141,195.4.27.374.3,195.4.27.374.3.2,X,Electronica,NO,500
2142,195.4.27.374.3,195.4.27.374.3.3,X,Electronica,NO,500
2143,195.4.27.374.3,195.4.27.374.3.4,X,Electronica,NO,500
2144,195.4.27.374.3,195.4.27.374.3.5,X,Electronica,NO,500
2145,195.4.27.374.4,195.4.27.374.4.1,X,Electronica,NO,500
2146,195.4.27.374.4,195.4.27.374.4.2,X,Electronica,NO,500
2147,195.4.27.374.4,195.4.27.374.4.3,X,Electronica,NO,500
2148,195.4.27.374.5,195.4.27.374.5.1,X,Electronica,NO,500
2149,195.4.27.374.5,195.4.27.374.5.2,X,Electronica,NO,500
2150,195.4.27.374.6,195.4.27.374.6.1,X,Electronica,NO,500
2151,195.4.29.241.1,195.4.29.241.1.1,X,Electronica,NO,500
2152,195.4.29.241.1,195.4.29.241.1.2,X,Electronica,NO,500
2153,195.4.29.241.1,195.4.29.241.1.3,X,Electronica,NO,500
2154,195.4.29.241.1,195.4.29.241.1.4,X,Electronica,NO,500
2155,195.4.29.241.1,195.4.29.241.1.5,X,Electronica,NO,500
2156,195.4.29.241.1,195.4.29.241.1.6,X,Electronica,NO,500
2157,195.4.29.241.1,195.4.29.241.1.7,X,Electronica,NO,500
2158,195.4.30.251.1,195.4.30.251.1.1,X,Electronica,NO,500
2159,195.4.30.251.1,195.4.30.251.1.2,X,Electronica,NO,500
2160,195.4.30.251.1,195.4.30.251.1.3,X,Electronica,NO,500
2161,195.4.30.251.1,195.4.30.251.1.4,X,Electronica,NO,500
2162,195.4.30.251.1,195.4.30.251.1.5,X,Electronica,NO,500
2163,195.4.31.270.1,195.4.31.270.1.1,X,Electronica,NO,500
2164,195.4.31.270.1,195.4.31.270.1.2,X,Electronica,NO,500
2165,195.4.31.270.1,195.4.31.270.1.3,X,Electronica,NO,500
2166,195.4.31.270.1,195.4.31.270.1.4,X,Electronica,NO,500
2167,195.4.31.270.1,195.4.31.270.1.5,X,Electronica,NO,500
2168,195.4.31.270.1,195.4.31.270.1.6,X,Electronica,NO,500
2169,195.4.31.270.1,195.4.31.270.1.7,X,Electronica,NO,500
2170,195.5.0.123.1,195.5.0.123.1.1,X,Electronica,NO,500
2171,195.5.0.123.1,195.5.0.123.1.2,X,Electronica,NO,500
2172,195.5.0.123.1,195.5.0.123.1.3,X,Electronica,NO,500
2173,195.5.0.123.1,195.5.0.123.1.4,X,Electronica,NO,500
2174,195.5.0.123.1,195.5.0.123.1.5,X,Electronica,NO,500
2175,195.5.0.123.1,195.5.0.123.1.6,X,Electronica,NO,500
2176,195.5.0.123.1,195.5.0.123.1.7,X,Electronica,NO,500
2177,195.5.0.123.1,195.5.0.123.1.8,X,Electronica,NO,500
2178,195.5.0.123.1,195.5.0.123.1.9,X,Electronica,NO,500
2179,195.5.0.123.1,195.5.0.123.1.10,X,Electronica,NO,500
2180,195.5.0.123.1,195.5.0.123.1.11,X,Electronica,NO,500
2181,195.5.0.123.1,195.5.0.123.1.12,X,Electronica,NO,500
2182,195.5.0.123.1,195.5.0.123.1.13,X,Electronica,NO,500
2183,195.5.0.123.1,195.5.0.123.1.14,X,Electronica,NO,500
2184,195.5.0.123.1,195.5.0.123.1.15,X,Electronica,NO,500
2185,195.5.0.123.1,195.5.0.123.1.16,X,Electronica,NO,500
2186,195.5.0.123.1,195.5.0.123.1.17,X,Electronica,NO,500
2187,195.5.0.123.1,195.5.0.123.1.18,X,Electronica,NO,500
2188,195.5.0.123.1,195.5.0.123.1.19,X,Electronica,NO,500
2189,195.5.0.123.1,195.5.0.123.1.20,X,Electronica,NO,500
2190,195.5.0.123.1,195.5.0.123.1.21,X,Electronica,NO,500
2191,195.5.0.123.1,195.5.0.123.1.22,X,Electronica,NO,500
2192,195.5.0.123.1,195.5.0.123.1.23,X,Electronica,NO,500
2193,195.5.0.123.1,195.5.0.123.1.24,X,Electronica,NO,500
2194,195.5.0.123.1,195.5.0.123.1.25,X,Electronica,NO,500
2195,195.5.0.123.1,195.5.0.123.1.26,X,Electronica,NO,500
