id_establecimiento,id_localidad,descripcion,nro_escuela,latitud,longitud,domicilio,telefono,nombre_directivo,ciudadanos_habilitados
225.5.11.0.1,225.5.11.0,1-REGISTRO DR. JUAN M. FRUTOS,1,,,,,,0
225.7.0.0.1,225.7.0.0,1-ESCUELA BASICA N° 65 REPUBLICA DE ARGENTINA ,1,,,,,,0
225.9.0.0.1,225.9.0.0,1-TINGLADO MUNICIPAL,1,,,,,,0
225.10.0.0.1,225.10.0.0,1-POLIDEPORTIVO MUNICIPAL DON CARLOS BARRETO SARUBBI,1,,,,,,0
225.11.27.0.1,225.11.27.0,1-REGISTRO ELECTORAL,1,,,,,,0
225.14.7.0.1,225.14.7.0,1-REGISTRO ELECTORAL DE KATUETE,1,,,,,,0
226.0.0.0.1,226.0.0.0,1-LOCAL PARTIDARIO PEN,1,,,,,,0
226.1.3.0.1,226.1.3.0,1-COLEGIO NACIONAL JORGE SEBASTIAN MIRANDA,1,,,,,,0
226.2.24.0.1,226.2.24.0,1-REGISTRO ELECTORAL SANTA ROSA DEL AGUARAY,1,,,,,,0
226.3.13.0.1,226.3.13.0,1-REGISTRO ELECTORAL EUSEBIO AYALA,1,,,,,,0
226.4.27.0.1,226.4.27.0,1-REGISTRO ELECTORAL PASO YOBAI,1,,,,,,0
226.5.3.0.1,226.5.3.0,1-INSTITUTO DE FORMACION DOCENTE,1,,,,,,0
226.6.11.0.1,226.6.11.0,1-REGISTRO ELECTORAL DE MACIEL,1,,,,,,0
226.7.0.0.1,226.7.0.0,1-ESCUELA BASICA N° 65 REPUBLICA DE ARGENTINA ,1,,,,,,0
226.8.0.0.1,226.8.0.0,1-REGISTRO ELECTORAL DE SAN JUAN BAUTISTA MISIONES,1,,,,,,0
226.9.5.0.1,226.9.5.0,1-ESC MODELO GRAL DIAZ,1,,,,,,0
226.10.0.0.1,226.10.0.0,1-REGISTRO ELECTORAL CIUDAD DEL ESTE,1,,,,,,0
226.11.25.0.1,226.11.25.0,1-PC PEN,1,,,,,,0
226.12.0.0.1,226.12.0.0,1-ESCUELA JUAN PABLO II,1,,,,,,0
226.13.0.0.1,226.13.0.0,1-ESC. BASICA Nº 458 MARISCAL FRANCISCO SOLANO LOPEZ,1,,,,,,0
226.14.17.0.1,226.14.17.0,1-REGISTRO ELECTORAL DE YPE JHU,1,,,,,,0
226.15.1.0.1,226.15.1.0,1-REGISTRO ELECTORAL DE BENJAMIN ACEVAL,1,,,,,,0
226.16.1.0.1,226.16.1.0,1-REGISTRO ELECTORAL DE PEURTO CASADO,1,,,,,,0
226.17.0.0.1,226.17.0.0,1-COL TEC NACIONAL (ESC. AMISTAD),1,,,,,,0
227.0.0.0.1,227.0.0.0,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,,,,,,0
227.11.29.0.1,227.11.29.0,1-REGISTRO ELECTORAL DE VILLA ELISA,1,,,,,,0
227.14.1.0.1,227.14.1.0,1-REGISTRO ELECTORAL DE CORPUS CHRISTI,1,,,,,,0
227.17.3.0.1,227.17.3.0,1-TINGLADO DEL CENTRO SOCIAL,1,,,,,,0
228.0.0.0.1,228.0.0.0,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,,,,,,0
228.1.0.0.1,228.1.0.0,1-ESC. PRESIDENTE FRANCO  (EX-ESC. NORMAL),1,,,,,,0
228.2.0.0.1,228.2.0.0,1-ESCUELA N° 31 DON BRAULIO ZELADA ,1,,,,,,0
228.3.0.0.1,228.3.0.0,1-SALON MUNICIPAL CAACUPE,1,,,,,,0
228.4.0.0.1,228.4.0.0,1-CENTRO REGIONAL DE EDUCACION CICLO 2,1,,,,,,0
228.5.0.0.1,228.5.0.0,1-ESC. ALICIO PERALTA,1,,,,,,0
228.6.0.0.1,228.6.0.0,1-TINGLADO - EX. MUNICIPALIDAD DE CAAZAPA,1,,,,,,0
228.7.0.0.1,228.7.0.0,1-ESCUELA BASICA N° 65 REPUBLICA DE ARGENTINA ,1,,,,,,0
228.8.0.0.1,228.8.0.0,1-COL. PEDRO P. PEÑA NRO. 237,1,,,,,,0
228.9.0.0.1,228.9.0.0,1-TINGLADO MUNICIPAL,1,,,,,,0
228.10.0.0.1,228.10.0.0,1-COL. ATANACIO RIERA AREA 1,1,,,,,,0
228.11.1.0.1,228.11.1.0,1-COLEGIO POLITECNICO COOPERATIVA CAPIATA ,1,,,,,,0
195.0.0.4.1,195.0.0.4,1-COLEGIO SAN MARTIN,1,,,,,,0
195.0.0.5.1,195.0.0.5,1-SECCIONAL COLORADA N 5,1,,,,,,0
195.0.0.6.1,195.0.0.6,1-ESC.NAC. REPUBLICA DE PANAMA,1,,,,,,0
195.0.0.7.1,195.0.0.7,1-ESC. TTE MILCIADAES A. PINEIROS,1,,,,,,0
195.0.0.8.1,195.0.0.8,1-ESC.NAC.MANUEL ORTIZ GUERRERO,1,,,,,,0
195.0.0.9.1,195.0.0.9,1-ESC.NAC.N170 GRAL. MAXIMO SANTOS,1,,,,,,0
195.0.0.10.1,195.0.0.10,1-ESCUELA REPUBLICA ARGENTINA,1,,,,,,0
195.0.0.11.1,195.0.0.11,1-ESCUELA N 317 DR. PEDRO P. PENA,1,,,,,,0
195.0.0.12.1,195.0.0.12,1-SECCIONAL COLORADA N 12,1,,,,,,0
195.0.0.13.1,195.0.0.13,1-ESCUELA N 121 DR. IGNACIO A. PANE,1,,,,,,0
195.0.0.14.1,195.0.0.14,1-COLEGIO JUAN R. DALHQUIST,1,,,,,,0
195.0.0.15.1,195.0.0.15,1-COL.NAC.REPUBLICA DEL BRASIL,1,,,,,,0
195.0.0.16.1,195.0.0.16,1-ESCUELA NACIONAL GRAL. DIAZ,1,,,,,,0
195.0.0.17.1,195.0.0.17,1-COLEGIO INMACULADA CONCEPCION,1,,,,,,0
195.0.0.18.1,195.0.0.18,1-COLEGIO NACIONES UNIDAS,1,,,,,,0
195.0.0.19.1,195.0.0.19,1-COLEGIO NACIONAL PRESIDENTE CHAVEZ,1,,,,,,0
228.12.0.0.1,228.12.0.0,1-ESCUELA JUAN PABLO II,1,,,,,,0
228.13.0.0.1,228.13.0.0,1-ESC. BASICA Nº 458 MARISCAL FRANCISCO SOLANO LOPEZ,1,,,,,,0
228.14.13.0.1,228.14.13.0,1-ESC. PADRE VICENTE JOSE ORUE,1,,,,,,0
228.15.0.0.1,228.15.0.0,1-ESC. DR. RAUL PEÑA,1,,,,,,0
228.16.1.0.1,228.16.1.0,1-REGISTRO ELECTORAL DE PEURTO CASADO,1,,,,,,0
228.17.1.0.1,228.17.1.0,1-REGISTRO ELECTORAL DE LOMA PLATA,1,,,,,,0
229.0.0.0.1,229.0.0.0,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,,,,,,0
229.1.0.0.1,229.1.0.0,1-ESC. PRESIDENTE FRANCO  (EX-ESC. NORMAL),1,,,,,,0
229.2.13.0.1,229.2.13.0,1-ESC. BASICA N° 4804 SAN FELIPE B° SAN PEDRO ,1,,,,,,0
229.3.0.0.1,229.3.0.0,1-SALON MUNICIPAL CAACUPE,1,,,,,,0
229.4.0.0.1,229.4.0.0,1-CENTRO REGIONAL DE EDUCACION CICLO 2,1,,,,,,0
229.5.3.0.1,229.5.3.0,1-INSTITUTO DE FORMACION DOCENTE,1,,,,,,0
229.6.0.0.1,229.6.0.0,1-TINGLADO - EX. MUNICIPALIDAD DE CAAZAPA,1,,,,,,0
229.7.0.0.1,229.7.0.0,1-ESCUELA BASICA N° 65 REPUBLICA DE ARGENTINA ,1,,,,,,0
229.8.0.0.1,229.8.0.0,1-COL. PEDRO P. PEÑA NRO. 237,1,,,,,,0
229.9.1.0.1,229.9.1.0,1-TINGLADO ASOCIACION DE PROFESORES,1,,,,,,0
229.10.0.0.1,229.10.0.0,1-COL. ATANACIO RIERA AREA 1,1,,,,,,0
229.11.1.0.1,229.11.1.0,1-COLEGIO POLITECNICO COOPERATIVA CAPIATA ,1,,,,,,0
229.12.0.0.1,229.12.0.0,1-ESCUELA JUAN PABLO II,1,,,,,,0
229.13.0.0.1,229.13.0.0,1-REGISTRO ELECTORAL DE PEDRO JUAN CABALLERO ,1,,,,,,0
229.14.13.0.1,229.14.13.0,1-ESC. PADRE VICENTE JOSE ORUE,1,,,,,,0
229.15.0.0.1,229.15.0.0,1-ESC. DR. RAUL PEÑA,1,,,,,,0
229.16.0.0.1,229.16.0.0,1-REGISTRO ELECTORAL DE FUERTE OLIMPO,1,,,,,,0
229.17.0.0.1,229.17.0.0,1-COL TEC NACIONAL (ESC. AMISTAD),1,,,,,,0
230.0.0.0.1,230.0.0.0,1-LOCAL PARTIDARIO PFPT,1,,,,,,0
230.2.31.0.1,230.2.31.0,1-ESC. GRAD. Nª 3398TTE MAURICIO JOSE TROCHE,1,,,,,,0
230.3.0.0.1,230.3.0.0,1-SALON MUNICIPAL CAACUPE,1,,,,,,0
230.4.27.0.1,230.4.27.0,1-MUNICIPALIDAD DE LA CIUDAD,1,,,,,,0
230.5.0.0.1,230.5.0.0,1-ESC. ALICIO PERALTA,1,,,,,,0
230.6.1.0.1,230.6.1.0,1-REGISTRO ELECTORAL DE ABAI,1,,,,,,0
230.6.13.0.1,230.6.13.0,1-COLEGIO JULIA ACOSTA DE GONZALEZ,1,,,,,,0
230.8.3.0.1,230.8.3.0,1-ESC. BAS N°392 SANTO ANGEL  ,1,,,,,,0
230.9.13.0.1,230.9.13.0,1-ESC. Nº361 JUAN FILARTIGA,1,,,,,,0
230.10.25.0.1,230.10.25.0,1-COL.NACIONAL PARAGUAY BRASIL,1,,,,,,0
230.11.27.0.1,230.11.27.0,1-ESC. BAS. 23 ESPAÑA,1,,,,,,0
230.14.13.0.1,230.14.13.0,1-ESC. PADRE VICENTE JOSE ORUE,1,,,,,,0
230.15.0.0.1,230.15.0.0,1-ESC. DR. RAUL PEÑA,1,,,,,,0
231.0.0.0.1,231.0.0.0,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,,,,,,0
231.1.0.0.1,231.1.0.0,1-ESC. PRESIDENTE FRANCO  (EX-ESC. NORMAL),1,,,,,,0
231.1.3.0.1,231.1.3.0,1-COLEGIO NACIONAL JORGE SEBASTIAN MIRANDA,1,,,,,,0
231.2.0.0.1,231.2.0.0,1-ESCUELA N° 31 DON BRAULIO ZELADA ,1,,,,,,0
231.2.2.0.1,231.2.2.0,1-TINGLADO MUNICIPAL,1,,,,,,0
231.2.7.0.1,231.2.7.0,1-COLEGIO PARROQUIAL SAN JOSE OBRERO,1,,,,,,0
231.2.9.0.1,231.2.9.0,1-TINGLADO MUNICIPAL,1,,,,,,0
231.2.13.0.1,231.2.13.0,1-ESC. Nº 4801 VIRGEN DE LOURDES,1,,,,,,0
231.2.16.0.1,231.2.16.0,1-ESCUELA SAN JORGE,1,,,,,,0
231.2.21.0.1,231.2.21.0,1-COLEGIO NACIONAL SEBASTIAN YEGROS ,1,,,,,,0
231.2.24.0.1,231.2.24.0,1-ESCUELA BASICA Nº 4995 SANTO DOMINGO DE GUZMAN DE SANTA ROSA,1,,,,,,0
231.3.0.0.1,231.3.0.0,1-SALON MUNICIPAL CAACUPE,1,,,,,,0
231.3.13.0.1,231.3.13.0,1-REGISTRO ELECTORAL EUSEBIO AYALA,1,,,,,,0
231.3.27.0.1,231.3.27.0,1-REGISTRO ELECTORAL DE PIRIBEBUY,1,,,,,,0
231.3.29.0.1,231.3.29.0,1-CASA DE LA CULTURA MUNICIPAL ,1,,,,,,0
231.4.0.0.1,231.4.0.0,1-MUNICIPALIDAD DE VILLARRICA ,1,,,,,,0
231.5.0.0.1,231.5.0.0,1-ESC. ALICIO PERALTA,1,,,,,,0
231.5.1.0.1,231.5.1.0,1-REGISTRO ELECTORAL DE 3 DE FEBRERO,1,,,,,,0
231.5.3.0.1,231.5.3.0,1-INSTITUTO DE FORMACION DOCENTE,1,,,,,,0
231.5.25.0.1,231.5.25.0,1-LICEO NACIONAL CHACORE ,1,,,,,,0
231.6.0.0.1,231.6.0.0,1-TINGLADO - EX. MUNICIPALIDAD DE CAAZAPA,1,,,,,,0
231.6.13.0.1,231.6.13.0,1-COLEGIO JULIA ACOSTA DE GONZALEZ,1,,,,,,0
231.7.0.0.1,231.7.0.0,1-ESCUELA BASICA N° 65 REPUBLICA DE ARGENTINA ,1,,,,,,0
231.8.0.0.1,231.8.0.0,1-COL. PEDRO P. PEÑA NRO. 237,1,,,,,,0
231.8.3.0.1,231.8.3.0,1-ESC. BAS N°392 SANTO ANGEL  ,1,,,,,,0
231.9.0.0.1,231.9.0.0,1-TINGLADO MUNICIPAL,1,,,,,,0
231.9.5.0.1,231.9.5.0,1-ESC MODELO GRAL DIAZ,1,,,,,,0
231.9.13.0.1,231.9.13.0,1-REGISTRO ELECTORAL DE MBUYAPEY,1,,,,,,0
231.10.0.0.1,231.10.0.0,1-COL. ATANACIO RIERA AREA 1,1,,,,,,0
231.10.1.0.1,231.10.1.0,1-POLIDEPORTIVO MUNICIPLAL,1,,,,,,0
231.10.5.0.1,231.10.5.0,1-ESC 855 SAN ANTONIO DE PADUA,1,,,,,,0
231.10.9.0.1,231.10.9.0,1-REGISTRO ELECTORAL,1,,,,,,0
231.10.11.0.1,231.10.11.0,1-ESCUELA LA AMISTAD ,1,,,,,,0
231.10.17.0.1,231.10.17.0,1-ESC. BELLAS ARTES,1,,,,,,0
231.10.25.0.1,231.10.25.0,1-COL.NACIONAL PARAGUAY BRASIL,1,,,,,,0
231.11.0.0.1,231.11.0.0,1-REGISTRO ELECTORAL DE AREGUA,1,,,,,,0
231.11.1.0.1,231.11.1.0,1-COLEGIO POLITECNICO COOPERATIVA CAPIATA ,1,,,,,,0
231.11.3.0.1,231.11.3.0,1-COLEGIO MEDALLA MILAGROSA ,1,,,,,,0
231.11.5.0.1,231.11.5.0,1-REGISTRO ELECTORAL DE GUARAMBARE,1,,,,,,0
231.11.7.0.1,231.11.7.0,1-REGISTRO ELECTORAL DE ITA,1,,,,,,0
231.11.9.0.1,231.11.9.0,1-REGISTRO ELECTORAL  DE ITAUGUA,1,,,,,,0
231.11.11.0.1,231.11.11.0,1-REGISTRO ELECTORAL J A SALDIVAR,1,,,,,,0
231.11.13.0.1,231.11.13.0,1-COLEGIO CHACO PARAGUAYO,1,,,,,,0
231.11.15.0.1,231.11.15.0,1-REGISTRO ELECTORAL DE LIMPIO,1,,,,,,0
231.11.17.0.1,231.11.17.0,1-CLUB DEPORTIVO BALDERRAMA,1,,,,,,0
231.11.19.0.1,231.11.19.0,1-POLIDEPORTIVO MUNICIPAL DE MARIANO R. ALONSO,1,,,,,,0
231.11.21.0.1,231.11.21.0,1-REGISTRO ELECTORAL DE NUEVA ITALIA,1,,,,,,0
231.11.23.0.1,231.11.23.0,1-REGISTRO ELECTORAL DE ÑEMBY,1,,,,,,0
231.11.25.0.1,231.11.25.0,1-ESC NRO 21 ENRIQUE LUXO PINO,1,,,,,,0
231.11.27.0.1,231.11.27.0,1-ESC. BAS. 23 ESPAÑA,1,,,,,,0
231.11.29.0.1,231.11.29.0,1-REGISTRO ELECTORAL DE VILLA ELISA,1,,,,,,0
231.11.31.0.1,231.11.31.0,1-REGISTRO ELECTORAL DE VILLETA,1,,,,,,0
231.11.33.0.1,231.11.33.0,1-REGISTRO ELECTORAL DE YPACARAI,1,,,,,,0
231.11.35.0.1,231.11.35.0,1-REGISTRO ELECTORAL DE YPANE,1,,,,,,0
231.12.0.0.1,231.12.0.0,1-ESCUELA JUAN PABLO II,1,,,,,,0
231.13.0.0.1,231.13.0.0,1-ESC. BASICA Nº 458 MARISCAL FRANCISCO SOLANO LOPEZ,1,,,,,,0
231.14.0.0.1,231.14.0.0,1-COL. NAC. DE S.D.G.,1,,,,,,0
231.15.0.0.1,231.15.0.0,1-ESC. DR. RAUL PEÑA,1,,,,,,0
232.10.0.0.1,232.10.0.0,1-POLIDEPORTIVO MUNICIPAL DON CARLOS BARRETO SARUBBI,1,,,,,,0
233.0.0.0.1,233.0.0.0,1-LOCAL DEL MOVIMIENTO MNR,1,,,,,,0
233.1.0.0.1,233.1.0.0,1-ESC. PRESIDENTE FRANCO  (EX-ESC. NORMAL),1,,,,,,0
233.2.0.0.1,233.2.0.0,1-ESCUELA N° 31 DON BRAULIO ZELADA ,1,,,,,,0
233.3.0.0.1,233.3.0.0,1-SALON MUNICIPAL CAACUPE,1,,,,,,0
233.4.0.0.1,233.4.0.0,1-REGISTRO ELECTORAL VILLARRICA,1,,,,,,0
233.5.3.0.1,233.5.3.0,1-INSTITUTO DE FORMACION DOCENTE,1,,,,,,0
233.6.13.0.1,233.6.13.0,1-COLEGIO JULIA ACOSTA DE GONZALEZ,1,,,,,,0
233.7.0.0.1,233.7.0.0,1-ESCUELA BASICA N° 65 REPUBLICA DE ARGENTINA ,1,,,,,,0
233.8.3.0.1,233.8.3.0,1-ESC. BAS N°392 SANTO ANGEL  ,1,,,,,,0
233.9.5.0.1,233.9.5.0,1-ESC MODELO GRAL DIAZ,1,,,,,,0
233.10.0.0.1,233.10.0.0,1-POLIDEPORTIVO MUNICIPAL DON CARLOS BARRETO SARUBBI,1,,,,,,0
233.11.9.0.1,233.11.9.0,1-REGISTRO ELECTORAL  DE ITAUGUA,1,,,,,,0
233.12.3.0.1,233.12.3.0,1-REGISTRO ELECTORAL DE CERRITO,1,,,,,,0
233.13.0.0.1,233.13.0.0,1-REGISTRO ELECTORAL DE PEDRO JUAN CABALLERO ,1,,,,,,0
233.14.0.0.1,233.14.0.0,1-COL. NAC. DE S.D.G.,1,,,,,,0
233.15.0.0.1,233.15.0.0,1-ESC. DR. RAUL PEÑA,1,,,,,,0
233.16.2.0.1,233.16.2.0,1-REGISTRO ELECTORAL DE CARMELO PERALTA,1,,,,,,0
233.17.3.0.1,233.17.3.0,1-TINGLADO DEL CENTRO SOCIAL,1,,,,,,0
235.0.0.0.1,235.0.0.0,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,,,,,,0
235.1.0.0.1,235.1.0.0,1-ESC. PRESIDENTE FRANCO  (EX-ESC. NORMAL),1,,,,,,0
235.2.24.0.1,235.2.24.0,1-ESCUELA BASICA Nº 4995 SANTO DOMINGO DE GUZMAN DE SANTA ROSA,1,,,,,,0
235.3.11.0.1,235.3.11.0,1-REGISTRO ELECTORAL DE EMBOSCADA,1,,,,,,0
235.4.0.0.1,235.4.0.0,1-REGISTRO ELECTORAL VILLARRICA,1,,,,,,0
235.5.25.0.1,235.5.25.0,1-REGISTRO ELECTORAL DE REPATRIACION,1,,,,,,0
235.6.0.0.1,235.6.0.0,1-TINGLADO - EX. MUNICIPALIDAD DE CAAZAPA,1,,,,,,0
235.7.53.0.1,235.7.53.0,1-ESC. MANUEL ORTIZ GUERRERO,1,,,,,,0
235.8.5.0.1,235.8.5.0,1-REGISTRO ELECTORAL SAN MIGUEL,1,,,,,,0
235.9.17.0.1,235.9.17.0,1-TINGLADO MUNICIPAL,1,,,,,,0
235.10.25.0.1,235.10.25.0,1-COL.NACIONAL PARAGUAY BRASIL,1,,,,,,0
235.11.29.0.1,235.11.29.0,1-REGISTRO ELECTORAL DE VILLA ELISA,1,,,,,,0
235.12.0.0.1,235.12.0.0,1-ESCUELA JUAN PABLO II,1,,,,,,0
235.13.0.0.1,235.13.0.0,1-REGISTRO ELECTORAL DE PEDRO JUAN CABALLERO ,1,,,,,,0
235.14.7.0.1,235.14.7.0,1-REGISTRO ELECTORAL DE KATUETE,1,,,,,,0
235.15.1.0.1,235.15.1.0,1-REGISTRO ELECTORAL DE BENJAMIN ACEVAL,1,,,,,,0
235.16.1.0.1,235.16.1.0,1-REGISTRO ELECTORAL DE PUERTO CASADO,1,,,,,,0
235.17.3.0.1,235.17.3.0,1-TINGLADO DEL CENTRO SOCIAL,1,,,,,,0
236.5.3.0.1,236.5.3.0,1-INSTITUTO DE FORMACION DOCENTE,1,,,,,,0
236.6.9.0.1,236.6.9.0,1-ESC. BASIC 1246 PARROQUIAL SUBVENCIONADA SAN JOSE,1,,,,,,0
236.10.0.0.1,236.10.0.0,1-POLIDEPORTIVO MUNICIPAL DON CARLOS BARRETO SARUBBI,1,,,,,,0
236.11.23.0.1,236.11.23.0,1-ESCUELA PAZ DEL CHACO ,1,,,,,,0
236.14.0.0.1,236.14.0.0,1-COL. NAC. DE SALTO DEL GUAIRA,1,,,,,,0
237.0.0.0.1,237.0.0.0,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,,,,,,0
237.2.16.0.1,237.2.16.0,1-ESCUELA SAN JORGE,1,,,,,,0
237.3.5.0.1,237.3.5.0,1-REGISTRO ELECTORAL DE ARROYOS Y ESTEROS ,1,,,,,,0
237.4.31.0.1,237.4.31.0,1-TINGLADO MUNICIPAL,1,,,,,,0
237.5.3.0.1,237.5.3.0,1-INSTITUTO DE FORMACION DOCENTE,1,,,,,,0
237.6.3.0.1,237.6.3.0,1-REGISTRO ELECTORAL DE BUENA VISTA ,1,,,,,,0
237.7.53.0.1,237.7.53.0,1-ESC. MANUEL ORTIZ GUERRERO,1,,,,,,0
237.10.0.0.1,237.10.0.0,1-POLIDEPORTIVO MUNICIPAL DON CARLOS BARRETO SARUBBI,1,,,,,,0
237.11.11.0.1,237.11.11.0,1-REGISTRO ELECTORAL J A SALDIVAR,1,,,,,,0
237.11.19.0.1,237.11.19.0,1-POLIDEPORTIVO MUNICIPAL DE MARIANO R. ALONSO,1,,,,,,0
237.14.16.0.1,237.14.16.0,1-ESC.BAS.N°2465 MBURUCUYA ,1,,,,,,0
238.0.0.0.1,238.0.0.0,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,,,,,,0
239.3.27.0.1,239.3.27.0,1-REGISTRO ELECTORAL DE PIRIBEBUY,1,,,,,,0
239.5.3.0.1,239.5.3.0,1-INSTITUTO DE FORMACION DOCENTE,1,,,,,,0
239.7.35.0.1,239.7.35.0,1-ESC. Nº 643 SAGRADA FAMILIA,1,,,,,,0
239.9.13.0.1,239.9.13.0,1-REGISTRO ELECTORAL DE MBUYAPEY,1,,,,,,0
239.10.0.0.1,239.10.0.0,1-POLIDEPORTIVO MUNICIPAL DON CARLOS BARRETO SARUBBI,1,,,,,,0
239.15.1.0.1,239.15.1.0,1-REGISTRO ELECTORAL DE BENJAMIN ACEVAL,1,,,,,,0
241.0.0.0.1,241.0.0.0,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,,,,,,0
241.1.0.0.1,241.1.0.0,1-REGISTRO ELECTORAL DE CONCEPCION,1,,,,,,0
241.3.0.0.1,241.3.0.0,1-REGISTRO ELECTORAL DE CAACUPE,1,,,,,,0
241.4.0.0.1,241.4.0.0,1-REGISTRO ELECTORAL DE VILLARRICA,1,,,,,,0
241.5.3.0.1,241.5.3.0,1-REGISTRO ELECTORAL DE CAAGUAZU,1,,,,,,0
241.7.53.0.1,241.7.53.0,1-REGISTRO ELECTORAL DE TOMAS ROMERO PEREIRA,1,,,,,,0
241.11.17.0.1,241.11.17.0,1-CLUB DEPORTIVO BALDERRAMA,1,,,,,,0
241.14.7.0.1,241.14.7.0,1-REGISTRO ELECTORAL DE KATUETE,1,,,,,,0
241.15.0.0.1,241.15.0.0,1-LIC. NAC. DEFENSORES DEL CHACO,1,,,,,,0
195.0.0.1.1,195.0.0.1,1-SECCIONAL COLORADA Nº 1,1,,,,,,0
195.0.0.1.2,195.0.0.1,2-INST.N.T.Y NORMALIZACION,2,,,,,,0
195.0.0.1.3,195.0.0.1,3-ESC. RCA. ORIENTAL DEL URUGUAY,3,,,,,,0
195.0.0.2.1,195.0.0.2,1-ESC.NTRA.SENORA DE LA ASUNCION,1,,,,,,0
195.0.0.3.1,195.0.0.3,1-COLEGIO VICENTE IGNACIO ITURBE,1,,,,,,0
195.0.0.28.1,195.0.0.28,1-COLEGIO NACIONAL EMILIO FERREIRA,1,,,,,,0
195.0.0.29.1,195.0.0.29,1-COLEGIO STMA. TRINIDAD,1,,,,,,0
195.0.0.30.1,195.0.0.30,1-ESC.NAC. REP.FEDERATIVA DE ALEMANIA,1,,,,,,0
195.0.0.31.1,195.0.0.31,1-COLEGIO TECNICO JAVIER,1,,,,,,0
195.0.0.32.1,195.0.0.32,1-COLEGIO MCAL. F. SOLANO LOPEZ,1,,,,,,0
195.0.0.33.1,195.0.0.33,1-ESCUELA MAXIMO ARELLANO,1,,,,,,0
195.0.0.34.1,195.0.0.34,1-ESCUELA SANTA ANA,1,,,,,,0
195.0.0.34.2,195.0.0.34,2-CLUB CNEL. ESCURRA,2,,,,,,0
195.0.0.35.1,195.0.0.35,1-ESCUELA DELFIN CHAMORRO,1,,,,,,0
195.0.0.36.1,195.0.0.36,1-COL NAC FDO. DE LA MORA,1,,,,,,0
195.0.0.37.1,195.0.0.37,1-COL. VIRGEN DE NAZARETH,1,,,,,,0
195.0.0.38.1,195.0.0.38,1-COLEGIO ROBERTO L. PETTIT,1,,,,,,0
195.0.0.39.1,195.0.0.39,1-COLEGIO EDUARDO LOPEZ MOREIRA,1,,,,,,0
195.0.0.40.1,195.0.0.40,1-ESC.NAC.N281 LUIS ALBERTO DE HERRERA,1,,,,,,0
195.0.0.41.1,195.0.0.41,1-ESC. FRAY BARTOLOME DE LAS CASAS,1,,,,,,0
195.0.0.42.1,195.0.0.42,1-ESCUELA N 227 REPUBLICA DE VENEZUELA,1,,,,,,0
195.0.0.43.1,195.0.0.43,1-ESCUELA N 434 EUDORO CACERES,1,,,,,,0
195.0.0.44.1,195.0.0.44,1-ESC. RCA. DE HUNGRIA,1,,,,,,0
195.0.0.45.1,195.0.0.45,1-ESC. N 1003 CLARA IRMA PIANCENTINI,1,,,,,,0
195.0.0.20.1,195.0.0.20,1-COLEGIO GASPAR RODRIGUEZ DE FRANCIA,1,,,,,,0
195.0.0.21.1,195.0.0.21,1-FACULTAD DE FILOSOFIA,1,,,,,,0
195.0.0.22.1,195.0.0.22,1-ESCUELA N 17 REPUBLICA DEL PERU,1,,,,,,0
195.0.0.23.1,195.0.0.23,1-ESC. N235 NAC.JUAN L.MALLORQUIN,1,,,,,,0
195.0.0.24.1,195.0.0.24,1-ESCUELA MAESTRO HERMINIO GIMENEZ,1,,,,,,0
195.0.0.24.2,195.0.0.24,2-ESCUELA PATRICIO ESCOBAR,2,,,,,,0
195.0.0.24.3,195.0.0.24,3-ESCUELA N 207 BLAS GARAY,3,,,,,,0
195.0.0.24.4,195.0.0.24,4-COLEGIO YSATY,4,,,,,,0
195.0.0.25.1,195.0.0.25,1-COLEGIO NACIONAL DE LAS RESIDENTAS,1,,,,,,0
195.0.0.25.2,195.0.0.25,2-ESC. MAURICIO J. TROCHE,2,,,,,,0
195.0.0.26.1,195.0.0.26,1-COLEGIO NACIONAL VICENTE MONGELOS,1,,,,,,0
195.0.0.27.1,195.0.0.27,1-COLEGIO PARROQUIAL SAN AGUSTIN,1,,,,,,0
195.2.0.263.1,195.2.0.263,1-INSTITUTO DE FORMACION DOCENTE,1,,,,,,0
195.2.1.138.1,195.2.1.138,1-ESCUELA NACIONAL EMILIO GOMEZ ZELADA,1,,,,,,0
195.2.1.377.1,195.2.1.377,1-ESCUELA N 573,1,,,,,,0
195.2.3.107.1,195.2.3.107,1-ESC. N252 JOSE DE ANTEQUERA Y CASTRO,1,,,,,,0
195.2.5.334.1,195.2.5.334,1-COLEGIO NACIONAL MA.AUXILIADORA,1,,,,,,0
195.2.5.334.2,195.2.5.334,2-ESCUELA MA. AUXILIADORA,2,,,,,,0
195.2.7.296.1,195.2.7.296,1-ESCUELA N 658 CHORE,1,,,,,,0
195.2.7.296.2,195.2.7.296,2-ESC. GRAD. Nº1482 COL. KOKUERA,2,,,,,,0
195.2.9.154.1,195.2.9.154,1-ESC. GRAD. N 99 GRAL.ELIZARDO AQUINO,1,,,,,,0
